class,age,male,female
0,0 to 1,1469.24,1383.26
1,1 to 5,5866.65,5513.77
10,10 to 15,6248.53,5841.37
15,15 to 20,4625.21,5050.64
20,20 to 25,4758.11,5116.61
25,25 to 30,5451.69,5017.9
30,30 to 35,4826.06,4441.67
35,35 to 40,4199.14,4077.33
40,40 to 45,3906.79,3590.49
45,45 to 50,3265.5,3045.28
5,5 to 10,7570.18,7469.14
50,50 to 55,2611.25,2488.8
55,55 to 60,1945.9,2084.67
60,60 to 65,1940.93,2485.09
65,65 to 70,1236.85,1560.87
70,70 to 75,627.6,919.43
75,75 to 80,297.71,433.24
80,80 and over,226.37,384.24
