class,age,male,female
0,0 to 1,886.33,814.69
1,1 to 5,3539.12,3247.4
10,10 to 15,4609.92,4441.34
15,15 to 20,5046.81,5041.39
20,20 to 25,4901.79,4365.65
25,25 to 30,4644.54,4062.13
30,30 to 35,4244.17,3854.28
35,35 to 40,3855.46,3463.25
40,40 to 45,3358.33,3229.76
45,45 to 50,2944.33,2800.71
5,5 to 10,4072.19,3770.64
50,50 to 55,2602.16,2699.09
55,55 to 60,2410.05,2469.69
60,60 to 65,2313.87,2211.84
65,65 to 70,1607.47,1502.09
70,70 to 75,1004.64,1043.49
75,75 to 80,565.95,635.98
80,80 and over,488.28,554.78
