class,age,male,female
0,0 to 1,1643.9,1546.71
1,1 to 5,6564.06,6165.27
10,10 to 15,7143.42,6830.4
15,15 to 20,5737.99,6110.78
20,20 to 25,5725.02,6203.57
25,25 to 30,6168.43,5825.14
30,30 to 35,5660.66,5474.25
35,35 to 40,5199.39,5269.22
40,40 to 45,4881.9,4922.19
45,45 to 50,4479.15,4304.86
5,5 to 10,8551.98,8378.77
50,50 to 55,3640.66,3580.28
55,55 to 60,2917.14,3041.7
60,60 to 65,2646.62,3247.06
65,65 to 70,1675.73,2010.92
70,70 to 75,777.27,1086.3
75,75 to 80,344.63,528.87
80,80 and over,243.42,373.97
