class,age,male,female
0,0 to 1,3023.93,2731.53
1,1 to 5,12074.55,10888.06
10,10 to 15,18001.46,16630.69
15,15 to 20,18120.6,17697.72
20,20 to 25,20149.41,19111.93
25,25 to 30,19847.23,18985.73
30,30 to 35,18487.16,17313.33
35,35 to 40,16941.7,15993.83
40,40 to 45,15619.57,14822.01
45,45 to 50,13966.29,13174.86
5,5 to 10,15892.93,14197.46
50,50 to 55,12024.5,11783.43
55,55 to 60,10278.89,9911.39
60,60 to 65,8648.92,7972.89
65,65 to 70,6165.28,6073.29
70,70 to 75,4550.44,4903.51
75,75 to 80,3425.78,3488.64
80,80 and over,2662.24,2879.52
