class,age,male,female
0,0 to 1,1073.71,956.77
1,1 to 5,4287.31,3813.75
10,10 to 15,5889.34,5462.52
15,15 to 20,5407.64,5454.22
20,20 to 25,5285.05,5354.01
25,25 to 30,5411.09,5208.5
30,30 to 35,5101.62,4845.27
35,35 to 40,4615.56,4315.11
40,40 to 45,4136.3,3957.44
45,45 to 50,3687.35,3499.28
5,5 to 10,5350.91,4807.88
50,50 to 55,3145.69,3289.1
55,55 to 60,2970.18,2764.16
60,60 to 65,2512.47,2326.8
65,65 to 70,1557.43,1494.99
70,70 to 75,1041.09,1104.98
75,75 to 80,611.81,624.67
80,80 and over,508.98,510.5
