class,age,male,female
0,0 to 1,423,396.52
1,1 to 5,1689.03,1580.57
10,10 to 15,2175.01,2097.14
15,15 to 20,1658.23,1795.09
20,20 to 25,1639.56,1825.38
25,25 to 30,1709.6,1687.25
30,30 to 35,1499.13,1490.33
35,35 to 40,1393.99,1421.1
40,40 to 45,1332.58,1358.2
45,45 to 50,1185.67,1157.46
5,5 to 10,2379,2251.13
50,50 to 55,994.57,1056.53
55,55 to 60,861.6,943.24
60,60 to 65,887.42,933.51
65,65 to 70,487.04,518.09
70,70 to 75,250.96,342
75,75 to 80,141.87,187.21
80,80 and over,98.12,145.57
