class,age,male,female
0,0 to 1,577.27,527.3
1,1 to 5,2305.03,2101.84
10,10 to 15,3050.98,2911.67
15,15 to 20,3048.69,2949.61
20,20 to 25,3083.53,2973.96
25,25 to 30,3048.05,2872.73
30,30 to 35,2813.77,2709.44
35,35 to 40,2624.12,2440.87
40,40 to 45,2340.32,2260.97
45,45 to 50,2141.7,1961.33
5,5 to 10,2985.66,2760.5
50,50 to 55,1719.99,1697.27
55,55 to 60,1511.05,1349.18
60,60 to 65,1098.07,1128.3
65,65 to 70,732.94,760.11
70,70 to 75,465.94,501.69
75,75 to 80,265.37,303.96
80,80 and over,205.98,230.49
