class,age,male,female
0,0 to 1,2322.82,2086.06
1,1 to 5,9275.01,8315.18
10,10 to 15,12093.52,11201.87
15,15 to 20,11854.42,11919.96
20,20 to 25,12678.07,12484
25,25 to 30,12516.13,11908.2
30,30 to 35,11377.74,10651.75
35,35 to 40,10109.11,9525.32
40,40 to 45,9008.04,8673.09
45,45 to 50,8037.22,7869.85
5,5 to 10,11465.01,10480.26
50,50 to 55,7038.19,7212.47
55,55 to 60,6240.32,6182.07
60,60 to 65,5275.04,4927.47
65,65 to 70,3495.21,3387.47
70,70 to 75,2553.13,2747.69
75,75 to 80,1822.04,1867.29
80,80 and over,1434.91,1494.54
