class,age,male,female
0,0 to 1,1312.77,1143.93
1,1 to 5,5241.87,4559.77
10,10 to 15,7045.38,6509.27
15,15 to 20,6600.58,6572.63
20,20 to 25,6747.35,6638.91
25,25 to 30,6735.02,6353.4
30,30 to 35,6510.97,6064.21
35,35 to 40,5860.42,5378.75
40,40 to 45,5199.59,4864.27
45,45 to 50,4587.65,4195.69
5,5 to 10,6513.53,5788.57
50,50 to 55,3887.65,3806.39
55,55 to 60,3483.69,3163.93
60,60 to 65,2878.48,2688.61
65,65 to 70,1863.93,1705.38
70,70 to 75,1266.81,1261.88
75,75 to 80,759.44,756.15
80,80 and over,660.86,631.35
