class,age,male,female
0,0 to 1,1366.49,1242.39
1,1 to 5,5456.38,4952.27
10,10 to 15,7509.53,6983.74
15,15 to 20,7125.37,6809.02
20,20 to 25,7325.56,6857.59
25,25 to 30,7680.56,7230.36
30,30 to 35,7137.2,6489.89
35,35 to 40,6304.69,5784.58
40,40 to 45,5492.32,5141.46
45,45 to 50,4930.91,4589.74
5,5 to 10,7238.16,6664.53
50,50 to 55,4222.17,4106.55
55,55 to 60,3561.64,3297.69
60,60 to 65,2827.4,2715.59
65,65 to 70,2086.48,1965.11
70,70 to 75,1375.68,1501.98
75,75 to 80,1004.39,1047.28
80,80 and over,773.14,886.8
