class,age,male,female
0,0 to 1,849.83,772.57
1,1 to 5,3393.36,3079.52
10,10 to 15,4670.3,4344.83
15,15 to 20,4395.75,4207.68
20,20 to 25,4520.03,4239.04
25,25 to 30,4759.1,4489.38
30,30 to 35,4428.56,4029.64
35,35 to 40,3907.88,3582.64
40,40 to 45,3403.65,3189.92
45,45 to 50,3057.38,2846.38
5,5 to 10,4511.18,4153.48
50,50 to 55,2615.07,2552.66
55,55 to 60,2198.51,2046.22
60,60 to 65,1762.25,1695.4
65,65 to 70,1295.43,1217.24
70,70 to 75,857.83,938.06
75,75 to 80,623.34,649.67
80,80 and over,478.88,547.95
