class,age,male,female
0,0 to 1,703.67,639.7
1,1 to 5,2809.77,2549.87
10,10 to 15,3867.12,3597.6
15,15 to 20,3639.88,3484.14
20,20 to 25,3742.88,3510.12
25,25 to 30,3940.89,3717.5
30,30 to 35,3667.19,3336.78
35,35 to 40,3235.98,2966.58
40,40 to 45,2818.39,2641.33
45,45 to 50,2531.63,2356.88
5,5 to 10,3735.28,3439.11
50,50 to 55,2165.38,2113.66
55,55 to 60,1820.44,1694.31
60,60 to 65,1459.2,1403.82
65,65 to 70,1072.7,1007.93
70,70 to 75,710.36,776.77
75,75 to 80,516.2,537.98
80,80 and over,396.57,453.76
