class,age,male,female
0,0 to 1,293.89,274.54
1,1 to 5,1173.51,1094.32
10,10 to 15,1578.27,1494.31
15,15 to 20,1371.13,1314.37
20,20 to 25,1280.16,1307.07
25,25 to 30,1304.68,1272.76
30,30 to 35,1195.55,1180.66
35,35 to 40,1114.53,1120.23
40,40 to 45,1043.14,1069.88
45,45 to 50,969.13,953.34
5,5 to 10,1630.15,1493.91
50,50 to 55,824.56,860.04
55,55 to 60,712.98,697.71
60,60 to 65,573.83,586.64
65,65 to 70,368.85,381.59
70,70 to 75,218.01,270.58
75,75 to 80,130.39,165.12
80,80 and over,98.83,125.14
