class,age,male,female
0,0 to 1,2274.19,2026.62
1,1 to 5,9080.81,8078.24
10,10 to 15,12989.89,12216.62
15,15 to 20,12429.06,12840.8
20,20 to 25,12407.84,12887.42
25,25 to 30,12376.05,12800.03
30,30 to 35,11497.67,11481.21
35,35 to 40,10209.57,10280.13
40,40 to 45,9401.63,9478.88
45,45 to 50,8521.16,8757.66
5,5 to 10,11457.74,10389.49
50,50 to 55,7762,8208.69
55,55 to 60,7109.68,6997.41
60,60 to 65,6029.41,5686.45
65,65 to 70,4486.92,4349.06
70,70 to 75,3373.22,3721.46
75,75 to 80,2777.3,2794.48
80,80 and over,1967.91,2106.49
