class,age,male,female
0,0 to 1,1376.78,1216.82
1,1 to 5,5497.48,4850.34
10,10 to 15,7671.09,6860.74
15,15 to 20,8471.76,7748.4
20,20 to 25,9325.05,8524
25,25 to 30,9022.01,8674.31
30,30 to 35,8763.33,8052.84
35,35 to 40,7901.83,7282.98
40,40 to 45,7024.15,6369.14
45,45 to 50,6168.47,5616.75
5,5 to 10,7181.2,6380.66
50,50 to 55,5275.25,4961.71
55,55 to 60,4707.7,4093.61
60,60 to 65,3528.02,3074.19
65,65 to 70,2351.2,2058.06
70,70 to 75,1623.02,1630
75,75 to 80,1171.02,1156.51
80,80 and over,1013.7,1057.32
