class,age,male,female
0,0 to 1,1360.73,1140.09
1,1 to 5,5433.39,4544.47
10,10 to 15,7490.7,6785.19
15,15 to 20,7387.97,6745.24
20,20 to 25,7608.49,6728.87
25,25 to 30,7845.29,7275.33
30,30 to 35,7421.7,6936.32
35,35 to 40,7021.37,6266.47
40,40 to 45,6129.35,5472.59
45,45 to 50,5434.92,4939.08
5,5 to 10,7088.5,5968.9
50,50 to 55,4582.07,4726.01
55,55 to 60,4600.68,4271.97
60,60 to 65,4114.85,3587.8
65,65 to 70,2728.4,2411.2
70,70 to 75,1904.9,1834.75
75,75 to 80,1372.75,1268.54
80,80 and over,1215.65,1100.5
