class,age,male,female
0,0 to 1,339.87,298.93
1,1 to 5,1357.1,1191.55
10,10 to 15,1864.13,1732.18
15,15 to 20,2041.35,1958.04
20,20 to 25,2199.44,2033.81
25,25 to 30,2216.12,2078.78
30,30 to 35,2081.43,1905.89
35,35 to 40,1883.33,1726.74
40,40 to 45,1716.47,1548.74
45,45 to 50,1519.56,1381.84
5,5 to 10,1686.13,1502.32
50,50 to 55,1294.72,1250.86
55,55 to 60,1183.5,1039.83
60,60 to 65,927.99,840.35
65,65 to 70,647.37,612.87
70,70 to 75,474.8,499.64
75,75 to 80,371.92,367.4
80,80 and over,289.92,305.51
