class,age,male,female
0,0 to 1,466.04,431.44
1,1 to 5,1860.88,1719.74
10,10 to 15,2546.92,2418.58
15,15 to 20,2832.29,2854.85
20,20 to 25,2800.23,2639.06
25,25 to 30,2716.58,2481.06
30,30 to 35,2592.17,2401.31
35,35 to 40,2387.3,2222.48
40,40 to 45,2166.19,2114.82
45,45 to 50,1929.29,1855.18
5,5 to 10,2162.34,1994.76
50,50 to 55,1696.45,1717.81
55,55 to 60,1510.05,1453.79
60,60 to 65,1267.92,1239.14
65,65 to 70,875.12,907.9
70,70 to 75,597.22,658.36
75,75 to 80,339.05,416.14
80,80 and over,282.2,318.91
