class,age,male,female
0,0 to 1,499.87,468.03
1,1 to 5,1995.98,1865.61
10,10 to 15,2696.16,2558.99
15,15 to 20,2324.24,2239.83
20,20 to 25,2163.61,2219.86
25,25 to 30,2204.38,2156.77
30,30 to 35,2016.49,2001.43
35,35 to 40,1885.75,1906.88
40,40 to 45,1773.49,1827.01
45,45 to 50,1651.18,1630.48
5,5 to 10,2785.92,2555.99
50,50 to 55,1406.77,1471.33
55,55 to 60,1214.67,1191.48
60,60 to 65,978.1,997.26
65,65 to 70,625.16,647.26
70,70 to 75,370.81,463.03
75,75 to 80,221.83,282.04
80,80 and over,168.67,212.56
