class,age,male,female
0,0 to 1,974.86,907.32
1,1 to 5,3892.61,3616.65
10,10 to 15,4907.4,4675.07
15,15 to 20,4110.13,4093.66
20,20 to 25,3856.29,3844.35
25,25 to 30,3992.48,3809.69
30,30 to 35,3945.97,3925.24
35,35 to 40,3803.19,3597.41
40,40 to 45,3406.94,3358.61
45,45 to 50,3020.8,2938.92
5,5 to 10,4905.56,4574.62
50,50 to 55,2607.39,2632.61
55,55 to 60,2206.36,2351.75
60,60 to 65,2030.77,2102.81
65,65 to 70,1265.47,1380.91
70,70 to 75,748.83,973.45
75,75 to 80,418.86,602.02
80,80 and over,341.84,466.25
