class,age,male,female
0,0 to 1,1070.51,953.97
1,1 to 5,4274.52,3802.59
10,10 to 15,6114.76,5750.8
15,15 to 20,5850.68,6044.55
20,20 to 25,5840.5,6066.4
25,25 to 30,5825.59,6025.37
30,30 to 35,5412.19,5404.57
35,35 to 40,4805.85,4839.19
40,40 to 45,4425.6,4462.04
45,45 to 50,4011.17,4122.56
5,5 to 10,5393.44,4890.59
50,50 to 55,3653.85,3864.16
55,55 to 60,3346.81,3293.95
60,60 to 65,2838.28,2676.86
65,65 to 70,2112.25,2047.35
70,70 to 75,1587.96,1751.92
75,75 to 80,1307.48,1315.57
80,80 and over,926.41,991.66
