class,age,male,female
0,0 to 1,1050.31,934.47
1,1 to 5,4193.88,3724.86
10,10 to 15,5599.09,5172.75
15,15 to 20,5574.28,5600.08
20,20 to 25,6014.05,5864.47
25,25 to 30,5868.49,5586.3
30,30 to 35,5307,4976.35
35,35 to 40,4715.47,4449.67
40,40 to 45,4187.17,4017.45
45,45 to 50,3714.03,3672.23
5,5 to 10,5170.51,4693
50,50 to 55,3284.36,3379.25
55,55 to 60,2928.22,2921.56
60,60 to 65,2496.98,2308.51
65,65 to 70,1672.56,1619.14
70,70 to 75,1258.55,1335.63
75,75 to 80,917.82,924.51
80,80 and over,723.07,743.82
