class,age,male,female
0,0 to 1,494.1,451.33
1,1 to 5,1972.95,1799.02
10,10 to 15,2611.58,2492.27
15,15 to 20,2609.99,2525.3
20,20 to 25,2639.89,2546.19
25,25 to 30,2609.5,2459.41
30,30 to 35,2408.94,2319.51
35,35 to 40,2246.46,2089.65
40,40 to 45,2003.6,1935.72
45,45 to 50,1833.54,1679.25
5,5 to 10,2555.37,2362.59
50,50 to 55,1472.69,1453.32
55,55 to 60,1293.83,1155.31
60,60 to 65,940.43,966.11
65,65 to 70,627.68,650.84
70,70 to 75,399.05,429.68
75,75 to 80,227.34,260.35
80,80 and over,176.46,197.48
