class,age,male,female
0,0 to 1,1018.8,913.23
1,1 to 5,4068.06,3640.18
10,10 to 15,6021.97,5510.35
15,15 to 20,6238.57,6139.27
20,20 to 25,6790.24,6626.48
25,25 to 30,7229.52,6989.43
30,30 to 35,6640.28,6135.64
35,35 to 40,5805.84,5479.75
40,40 to 45,5394.55,5208.58
45,45 to 50,4809.9,4690.25
5,5 to 10,5220.33,4685.17
50,50 to 55,4409.27,4478.98
55,55 to 60,4010.32,3753.66
60,60 to 65,3209.31,2918
65,65 to 70,2264.57,2205.31
70,70 to 75,1779.45,1978.44
75,75 to 80,1471.77,1455.88
80,80 and over,1136.51,1158.35
