class,age,male,female
0,0 to 1,535.93,489.56
1,1 to 5,2139.98,1951.42
10,10 to 15,2832.42,2703.07
15,15 to 20,2829.78,2737.82
20,20 to 25,2861.73,2760.04
25,25 to 30,2828.79,2666.01
30,30 to 35,2611.34,2514.57
35,35 to 40,2435.35,2265.32
40,40 to 45,2171.97,2098.43
45,45 to 50,1987.75,1820.41
5,5 to 10,2771.93,2562.89
50,50 to 55,1596.38,1575.34
55,55 to 60,1402.49,1252.47
60,60 to 65,1019.35,1047.58
65,65 to 70,680.44,705.73
70,70 to 75,432.47,465.71
75,75 to 80,246.31,282.14
80,80 and over,191.15,213.92
