class,age,male,female
0,0 to 1,1107.26,1028.28
1,1 to 5,4421.29,4098.78
10,10 to 15,5555.05,5290.4
15,15 to 20,4701.73,4679.52
20,20 to 25,4418.82,4372.91
25,25 to 30,4555.33,4345.78
30,30 to 35,4503.29,4469
35,35 to 40,4343.54,4097.92
40,40 to 45,3900.79,3839.86
45,45 to 50,3464.06,3367.9
5,5 to 10,5546.45,5167.22
50,50 to 55,3006.97,3028.39
55,55 to 60,2556.76,2716.31
60,60 to 65,2369.94,2437.95
65,65 to 70,1481.13,1601.81
70,70 to 75,885.99,1131.93
75,75 to 80,493.62,701.42
80,80 and over,407.18,548.76
