class,age,male,female
0,0 to 1,1394.95,1312.13
1,1 to 5,5570.01,5230.26
10,10 to 15,5885.24,5508.84
15,15 to 20,4349.06,4744.8
20,20 to 25,4472.55,4805.83
25,25 to 30,5136.32,4732.13
30,30 to 35,4548.45,4185.33
35,35 to 40,3951.1,3837.75
40,40 to 45,3682.93,3374.5
45,45 to 50,3071.94,2856.97
5,5 to 10,7134.48,7059.61
50,50 to 55,2462.89,2341.44
55,55 to 60,1836.32,1965.94
60,60 to 65,1853.21,2372.15
65,65 to 70,1185.67,1490.77
70,70 to 75,602.35,879.89
75,75 to 80,285.86,414.97
80,80 and over,217.15,368.4
