class,age,male,female
0,0 to 1,674.27,590.04
1,1 to 5,2692.36,2351.94
10,10 to 15,3740.11,3351.82
15,15 to 20,4064.58,3713
20,20 to 25,4425.08,4021.49
25,25 to 30,4325.05,4133.29
30,30 to 35,4185.74,3853.98
35,35 to 40,3801.37,3482.9
40,40 to 45,3367.61,3041.31
45,45 to 50,2960.82,2691.92
5,5 to 10,3511.64,3091.12
50,50 to 55,2525.54,2409.92
55,55 to 60,2302.65,2019.81
60,60 to 65,1779.17,1548.97
65,65 to 70,1183.12,1035.16
70,70 to 75,817.87,813.39
75,75 to 80,590.39,574.79
80,80 and over,514.07,521.07
