class,age,male,female
0,0 to 1,793.06,743.52
1,1 to 5,3166.66,2963.72
10,10 to 15,4082.37,3937.11
15,15 to 20,3109.27,3366.54
20,20 to 25,3075.62,3424.31
25,25 to 30,3206.32,3164.24
30,30 to 35,2810.6,2792.9
35,35 to 40,2613.4,2662.75
40,40 to 45,2498.22,2544.97
45,45 to 50,2222.75,2168.62
5,5 to 10,4455.03,4216.02
50,50 to 55,1865.2,1981.41
55,55 to 60,1620.14,1772.86
60,60 to 65,1673.31,1752.24
65,65 to 70,916.52,969.88
70,70 to 75,473.1,641.91
75,75 to 80,268.29,352.68
80,80 and over,185.37,274.1
