class,age,male,female
0,0 to 1,247.78,230.16
1,1 to 5,989.37,917.44
10,10 to 15,1245.27,1185.72
15,15 to 20,1042.91,1038.27
20,20 to 25,978.84,973.22
25,25 to 30,1014.12,967.92
30,30 to 35,1004.07,998.18
35,35 to 40,969.88,915.89
40,40 to 45,870.62,856.83
45,45 to 50,772.65,751.93
5,5 to 10,1246.02,1160.59
50,50 to 55,670.35,675.35
55,55 to 60,568.2,605.11
60,60 to 65,526.39,542.47
65,65 to 70,327.53,355.25
70,70 to 75,194.76,251.2
75,75 to 80,108.53,155.38
80,80 and over,89.11,120.59
