class,age,male,female
0,0 to 1,951.34,832.27
1,1 to 5,3798.69,3317.5
10,10 to 15,5502.19,5282.52
15,15 to 20,5328.38,5263.75
20,20 to 25,5231.29,4788.43
25,25 to 30,4913.19,4699.14
30,30 to 35,4514.36,4569.64
35,35 to 40,4143.3,4205.69
40,40 to 45,3864.27,3800.02
45,45 to 50,3394.03,3202
5,5 to 10,5117.35,4599.78
50,50 to 55,2846.22,3025.46
55,55 to 60,2510.26,2499.71
60,60 to 65,2157.28,2209.03
65,65 to 70,1480.09,1449.44
70,70 to 75,1052.56,1162.23
75,75 to 80,682.91,688.88
80,80 and over,552.06,601.43
