class,age,male,female
0,0 to 1,825.51,763.42
1,1 to 5,3296.24,3043.03
10,10 to 15,4023.47,3843.77
15,15 to 20,4002.71,3968.49
20,20 to 25,3833.36,3547.92
25,25 to 30,3679.59,3486.11
30,30 to 35,3554.43,3432.93
35,35 to 40,3351.44,3116
40,40 to 45,3031,2994.33
45,45 to 50,2718.92,2603.77
5,5 to 10,3872.58,3620.51
50,50 to 55,2378.85,2383.32
55,55 to 60,2118.76,2172.76
60,60 to 65,1979.73,1983.85
65,65 to 70,1315.01,1366.81
70,70 to 75,849.52,956.84
75,75 to 80,472.07,607.96
80,80 and over,412.11,528.28
