class,age,male,female
0,0 to 1,563.37,508.52
1,1 to 5,2249.53,2026.98
10,10 to 15,3351.44,3093.41
15,15 to 20,3383.05,3306.57
20,20 to 25,3753.99,3570.61
25,25 to 30,3726.55,3568.72
30,30 to 35,3466.17,3241.67
35,35 to 40,3161.52,2984.57
40,40 to 45,2917.02,2772.85
45,45 to 50,2607.54,2467.93
5,5 to 10,2953.75,2639.81
50,50 to 55,2259.3,2222.43
55,55 to 60,1944.17,1868.62
60,60 to 65,1627.07,1497.74
65,65 to 70,1158.61,1139.96
70,70 to 75,860.9,930.94
75,75 to 80,655.17,664.9
80,80 and over,508.76,546.5
