class,age,male,female
0,0 to 1,2124.2,1964.42
1,1 to 5,8481.9,7830.33
10,10 to 15,10353.1,9890.7
15,15 to 20,10300.33,10212.27
20,20 to 25,9864.62,9129.84
25,25 to 30,9468.65,8970.75
30,30 to 35,9146.51,8833.75
35,35 to 40,8624.07,8018.18
40,40 to 45,7799.53,7705.19
45,45 to 50,6996.51,6700.13
5,5 to 10,9964.66,9316.07
50,50 to 55,6121.42,6132.91
55,55 to 60,5452.25,5591.13
60,60 to 65,5094.49,5105.04
65,65 to 70,3384.02,3517.27
70,70 to 75,2186.21,2462.28
75,75 to 80,1214.85,1564.51
80,80 and over,1060.56,1359.49
