class,age,male,female
0,0 to 1,713.78,651.58
1,1 to 5,2850.12,2597.23
10,10 to 15,3891.82,3658.99
15,15 to 20,4151.89,4130.56
20,20 to 25,4231.35,4168.36
25,25 to 30,4166.53,3924.46
30,30 to 35,3857.82,3624.99
35,35 to 40,3499.84,3314.6
40,40 to 45,3200.43,3148.46
45,45 to 50,2925.68,2795.37
5,5 to 10,3570.54,3235.03
50,50 to 55,2506.82,2548.62
55,55 to 60,2238.08,2084.53
60,60 to 65,1821.45,1708.32
65,65 to 70,1191.14,1149.38
70,70 to 75,771.29,850.17
75,75 to 80,494.98,524.09
80,80 and over,381.84,440.99
