class,age,male,female
0,0 to 1,2298.22,2140.65
1,1 to 5,9176.78,8532.78
10,10 to 15,11233.54,10628.74
15,15 to 20,9249.88,9713.07
20,20 to 25,8828.61,9532.91
25,25 to 30,9290.07,9120.19
30,30 to 35,8445.31,8602.64
35,35 to 40,7911.74,8194.19
40,40 to 45,7444.01,7670.51
45,45 to 50,6605.8,6605.6
5,5 to 10,13319.65,12529.81
50,50 to 55,5445.06,5757.5
55,55 to 60,4130.98,4567.9
60,60 to 65,3460.27,4764.6
65,65 to 70,2271.3,3125.99
70,70 to 75,1114.38,1823.48
75,75 to 80,489.54,807.43
80,80 and over,385.33,647.35
