class,age,male,female
0,0 to 1,1458.51,1401.5
1,1 to 5,5823.83,5586.48
10,10 to 15,6574.24,6270.03
15,15 to 20,5083.22,5188.64
20,20 to 25,4772.38,5161.91
25,25 to 30,5390.51,5006.74
30,30 to 35,4855.61,4677.26
35,35 to 40,4526.88,4319.99
40,40 to 45,3914.35,3798.27
45,45 to 50,3542.61,3445.71
5,5 to 10,7446.44,7290.59
50,50 to 55,2926.89,2853.7
55,55 to 60,2342.35,2478.98
60,60 to 65,2023.73,2271.77
65,65 to 70,1279.18,1534.06
70,70 to 75,707.12,956.7
75,75 to 80,348.9,505.13
80,80 and over,267.88,396.64
