class,age,male,female
0,0 to 1,2156.04,2028.48
1,1 to 5,8609.04,8085.65
10,10 to 15,9368.15,8957.7
15,15 to 20,7525.64,8015.28
20,20 to 25,7509.57,8137.32
25,25 to 30,8090.41,7640.42
30,30 to 35,7424.71,7180.28
35,35 to 40,6819.48,6911.91
40,40 to 45,6404.13,6457.44
45,45 to 50,5875.94,5647.17
5,5 to 10,11216.73,10989.56
50,50 to 55,4775.83,4696.7
55,55 to 60,3826.72,3990
60,60 to 65,3472.17,4260.57
65,65 to 70,2198.44,2638.19
70,70 to 75,1019.37,1424.75
75,75 to 80,451.86,693.52
80,80 and over,319.09,490.27
