class,age,male,female
0,0 to 1,556.15,508.15
1,1 to 5,2220.7,2025.53
10,10 to 15,2936.84,2802.16
15,15 to 20,2931.55,2836.57
20,20 to 25,2963.52,2859.51
25,25 to 30,2929.97,2761.2
30,30 to 35,2704.22,2603.79
35,35 to 40,2521.37,2345.76
40,40 to 45,2248.76,2173.06
45,45 to 50,2058.2,1885.24
5,5 to 10,2875.6,2659.16
50,50 to 55,1652.84,1631.5
55,55 to 60,1451.78,1296.94
60,60 to 65,1055.2,1084.85
65,65 to 70,704.14,730.53
70,70 to 75,447.17,481.91
75,75 to 80,254.66,291.81
80,80 and over,197.6,221.26
