class,age,male,female
0,0 to 1,2991.43,2720.07
1,1 to 5,11944.74,10842.38
10,10 to 15,16437.48,15294.24
15,15 to 20,15461.76,14800.88
20,20 to 25,15888.89,14909.59
25,25 to 30,16726.06,15781.56
30,30 to 35,15562.85,14168.35
35,35 to 40,13737.79,12602.36
40,40 to 45,11971.07,11226.65
45,45 to 50,10755.73,10017.62
5,5 to 10,15885.46,14625.46
50,50 to 55,9199.5,8984.28
55,55 to 60,7735.52,7202.38
60,60 to 65,6200.74,5967.99
65,65 to 70,4554.02,4281.78
70,70 to 75,3013.75,3298.18
75,75 to 80,2187.84,2282.51
80,80 and over,1680.73,1924
