class,age,male,female
0,0 to 1,516.97,478.54
1,1 to 5,2064.27,1907.5
10,10 to 15,2826.22,2683.22
15,15 to 20,3141.78,3166.56
20,20 to 25,3107.65,2931.4
25,25 to 30,3015.8,2756.1
30,30 to 35,2877.45,2666.32
35,35 to 40,2649.77,2467.85
40,40 to 45,2405.16,2348.55
45,45 to 50,2142.97,2060.65
5,5 to 10,2401.02,2214.36
50,50 to 55,1883.76,1907.32
55,55 to 60,1676.46,1612.82
60,60 to 65,1406.02,1373.66
65,65 to 70,969.82,1006.06
70,70 to 75,661.88,729.89
75,75 to 80,376.28,461.34
80,80 and over,312.85,353.62
