class,age,male,female
0,0 to 1,784.94,661.6
1,1 to 5,3134.25,2637.18
10,10 to 15,4031.03,3730.15
15,15 to 20,4119.69,3924.64
20,20 to 25,4117.39,3995.08
25,25 to 30,4132.4,3988.27
30,30 to 35,4048.49,3791.29
35,35 to 40,3751.2,3356.48
40,40 to 45,3252.52,3038.63
45,45 to 50,2839.53,2697.97
5,5 to 10,3774.27,3355.69
50,50 to 55,2484,2546.32
55,55 to 60,2344,2197.51
60,60 to 65,2009.07,1832.4
65,65 to 70,1346.19,1220.49
70,70 to 75,937.99,903.77
75,75 to 80,606.87,565.21
80,80 and over,474.64,438.01
