class,age,male,female
0,0 to 1,778.53,692.66
1,1 to 5,3108.65,2761
10,10 to 15,4150.24,3834.23
15,15 to 20,4131.86,4150.98
20,20 to 25,4457.83,4346.95
25,25 to 30,4349.93,4140.76
30,30 to 35,3933.74,3688.64
35,35 to 40,3495.28,3298.25
40,40 to 45,3103.68,2977.87
45,45 to 50,2752.97,2721.98
5,5 to 10,3832.56,3478.62
50,50 to 55,2434.49,2504.82
55,55 to 60,2170.5,2165.57
60,60 to 65,1850.85,1711.15
65,65 to 70,1239.76,1200.16
70,70 to 75,932.89,990.01
75,75 to 80,680.32,685.28
80,80 and over,535.97,551.34
