class,age,male,female
0,0 to 1,1321.62,1245.1
1,1 to 5,5277.2,4963.05
10,10 to 15,5756.07,5502.95
15,15 to 20,4612.65,4899.88
20,20 to 25,4585.64,4968.43
25,25 to 30,4954.57,4674.19
30,30 to 35,4541.67,4391.09
35,35 to 40,4175.29,4216.54
40,40 to 45,3901.72,3925.7
45,45 to 50,3577.13,3440.21
5,5 to 10,6867.58,6728.21
50,50 to 55,2910.13,2860.49
55,55 to 60,2331.62,2433.21
60,60 to 65,2109.79,2576.74
65,65 to 70,1335.71,1602.83
70,70 to 75,625.86,872.94
75,75 to 80,279.46,427.17
80,80 and over,198.57,304.25
