class,age,male,female
0,0 to 1,326.87,306.01
1,1 to 5,1305.17,1219.77
10,10 to 15,1764.75,1675.32
15,15 to 20,1521.66,1466.31
20,20 to 25,1416.98,1453.69
25,25 to 30,1443.82,1413.24
30,30 to 35,1321.19,1311.54
35,35 to 40,1235.84,1249.93
40,40 to 45,1162.64,1197.75
45,45 to 50,1082.32,1068.96
5,5 to 10,1823.31,1672.47
50,50 to 55,922.62,964.89
55,55 to 60,796.72,781.46
60,60 to 65,641.91,653.86
65,65 to 70,410.25,424.43
70,70 to 75,243.6,304.07
75,75 to 80,145.8,185.34
80,80 and over,110.91,139.71
