class,age,male,female
0,0 to 1,531.89,455.19
1,1 to 5,2123.85,1814.44
10,10 to 15,2909.81,2680.27
15,15 to 20,2763,2736.74
20,20 to 25,2854.84,2766.78
25,25 to 30,2808.97,2634.67
30,30 to 35,2743.07,2545.3
35,35 to 40,2471.58,2254.2
40,40 to 45,2182.18,2018.53
45,45 to 50,1910.26,1728.11
5,5 to 10,2633.73,2308.97
50,50 to 55,1620.99,1557.17
55,55 to 60,1443.27,1293.56
60,60 to 65,1189.69,1103.88
65,65 to 70,783.57,702.58
70,70 to 75,543.24,521.29
75,75 to 80,328.05,317.54
80,80 and over,290.85,269.77
