class,age,male,female
0,0 to 1,2295.26,2086.57
1,1 to 5,9164.93,8317.21
10,10 to 15,12613.82,11734.71
15,15 to 20,11872.61,11364.61
20,20 to 25,12208.58,11449.36
25,25 to 30,12854.44,12125.79
30,30 to 35,11961.7,10883.95
35,35 to 40,10555.15,9676.44
40,40 to 45,9193.06,8615.54
45,45 to 50,8257.7,7687.69
5,5 to 10,12183.79,11217.74
50,50 to 55,7063.07,6894.36
55,55 to 60,5937.94,5526.53
60,60 to 65,4759.64,4579.01
65,65 to 70,3498.96,3287.68
70,70 to 75,2317.06,2533.69
75,75 to 80,1683.76,1754.81
80,80 and over,1293.55,1480.09
