class,age,male,female
0,0 to 1,1141.41,1006.19
1,1 to 5,4557.65,4010.76
10,10 to 15,6269.43,5825.88
15,15 to 20,6836.87,6579.94
20,20 to 25,7376.34,6838.17
25,25 to 30,7421.61,6968.99
30,30 to 35,6949.6,6372.49
35,35 to 40,6277.39,5773.43
40,40 to 45,5724.43,5180.14
45,45 to 50,5071.63,4629.64
5,5 to 10,5667.92,5056.5
50,50 to 55,4328.14,4190.5
55,55 to 60,3948.53,3486.82
60,60 to 65,3101.61,2812.3
65,65 to 70,2164.75,2054.91
70,70 to 75,1592.63,1682.15
75,75 to 80,1251.38,1239.32
80,80 and over,974.39,1029.25
