class,age,male,female
0,0 to 1,512.78,480.7
1,1 to 5,2047.5,1916.1
10,10 to 15,2637.66,2543.55
15,15 to 20,2010.03,2176.21
20,20 to 25,1987.88,2213.39
25,25 to 30,2072.6,2045.53
30,30 to 35,1817.19,1806.14
35,35 to 40,1689.72,1722.2
40,40 to 45,1615.37,1646.2
45,45 to 50,1437.3,1402.82
5,5 to 10,2882.87,2728.01
50,50 to 55,1205.87,1280.98
55,55 to 60,1045.66,1144.66
60,60 to 65,1078.31,1132.3
65,65 to 70,591.25,627.67
70,70 to 75,304.8,414.77
75,75 to 80,172.55,227.43
80,80 and over,119.28,176.81
