class,age,male,female
0,0 to 1,838.99,778.93
1,1 to 5,3350.08,3104.88
10,10 to 15,4257.52,4092.88
15,15 to 20,3693.1,3738.79
20,20 to 25,3335.77,3528.18
25,25 to 30,3366.49,3328.78
30,30 to 35,3059.04,3185.86
35,35 to 40,2901.58,3014.3
40,40 to 45,2664.86,2773.78
45,45 to 50,2377.26,2304.75
5,5 to 10,4721,4454.12
50,50 to 55,1892.49,2113.5
55,55 to 60,1584.47,1770.23
60,60 to 65,1389.72,1683.89
65,65 to 70,818.02,999.9
70,70 to 75,489.16,673.59
75,75 to 80,257.21,341.87
80,80 and over,187.42,278.05
