class,age,male,female
0,0 to 1,1402.44,1312.95
1,1 to 5,5599.93,5233.49
10,10 to 15,7571.79,7188.06
15,15 to 20,6528.79,6291.31
20,20 to 25,6079.64,6237.17
25,25 to 30,6194.81,6063.59
30,30 to 35,5668.65,5627.27
35,35 to 40,5302.44,5362.92
40,40 to 45,4988.38,5139.02
45,45 to 50,4643.79,4586.43
5,5 to 10,7823.04,7175.84
50,50 to 55,3958.55,4139.94
55,55 to 60,3418.4,3352.91
60,60 to 65,2754.17,2805.42
65,65 to 70,1760.21,1821.03
70,70 to 75,1045.18,1304.62
75,75 to 80,625.55,795.22
80,80 and over,475.85,599.44
