class,age,male,female
0,0 to 1,1639.75,1545.82
1,1 to 5,6547.5,6161.76
10,10 to 15,8796.38,8299.88
15,15 to 20,7184.88,7230.29
20,20 to 25,6707.87,6667.06
25,25 to 30,6969.18,6612.56
30,30 to 35,6466.84,6512.47
35,35 to 40,6150.77,5947.65
40,40 to 45,5471.98,5194.85
45,45 to 50,4779.2,4526.58
5,5 to 10,7865.7,7438.58
50,50 to 55,4029.2,4187.19
55,55 to 60,3802.1,3828.98
60,60 to 65,3650.2,3407.7
65,65 to 70,2244.57,2129.59
70,70 to 75,1427.3,1517.06
75,75 to 80,778.28,854.31
80,80 and over,610.78,659.81
