class,age,male,female
0,0 to 1,912.86,844.26
1,1 to 5,3645.04,3365.28
10,10 to 15,4485.75,4283.44
15,15 to 20,4502.43,4470.15
20,20 to 25,4323.63,4007.98
25,25 to 30,4153.94,3923.33
30,30 to 35,4008.47,3857.9
35,35 to 40,3772.01,3507.46
40,40 to 45,3412.39,3367.8
45,45 to 50,3059.24,2930.67
5,5 to 10,4279.11,3997.03
50,50 to 55,2677.72,2685.12
55,55 to 60,2384.83,2432.96
60,60 to 65,2209.25,2209.69
65,65 to 70,1471.85,1529.66
70,70 to 75,955.13,1073.89
75,75 to 80,531.71,682.06
80,80 and over,462.35,586.99
