class,age,male,female
0,0 to 1,566.75,517.47
1,1 to 5,2263.04,2062.69
10,10 to 15,3086.87,2903.65
15,15 to 20,3302.41,3288.65
20,20 to 25,3359.04,3299.22
25,25 to 30,3302.32,3102.55
30,30 to 35,3056.24,2866.55
35,35 to 40,2770.6,2620.58
40,40 to 45,2531.05,2489.44
45,45 to 50,2310.43,2209.88
5,5 to 10,2822.71,2557.66
50,50 to 55,1985.44,2021.91
55,55 to 60,1775.86,1662.39
60,60 to 65,1459.71,1366.68
65,65 to 70,956.42,919.44
70,70 to 75,618.44,680.21
75,75 to 80,395.91,419.04
80,80 and over,306.64,354.17
