class,age,male,female
0,0 to 1,520.74,475.66
1,1 to 5,2079.32,1896.02
10,10 to 15,2752.24,2626.58
15,15 to 20,2750.23,2660.85
20,20 to 25,2781.7,2682.86
25,25 to 30,2749.7,2591.55
30,30 to 35,2538.35,2444.23
35,35 to 40,2367.27,2201.95
40,40 to 45,2111.25,2039.65
45,45 to 50,1932.05,1769.33
5,5 to 10,2693.3,2490.19
50,50 to 55,1551.62,1531.12
55,55 to 60,1363.13,1217.08
60,60 to 65,990.55,1017.81
65,65 to 70,661.17,685.67
70,70 to 75,420.33,452.57
75,75 to 80,239.39,274.2
80,80 and over,185.82,207.93
