class,age,male,female
0,0 to 1,933.48,867.27
1,1 to 5,3727.36,3457.01
10,10 to 15,4697.44,4472.2
15,15 to 20,3903.68,3887.09
20,20 to 25,3660.15,3651.8
25,25 to 30,3806.12,3633.96
30,30 to 35,3772.68,3755.37
35,35 to 40,3648.14,3447.4
40,40 to 45,3273.72,3221.29
45,45 to 50,2903.9,2828.08
5,5 to 10,4707.65,4384.24
50,50 to 55,2518.46,2537.91
55,55 to 60,2129.78,2272.14
60,60 to 65,1972.25,2035.22
65,65 to 70,1223.19,1329.55
70,70 to 75,724.09,940.62
75,75 to 80,403.57,581.06
80,80 and over,330.15,448.23
