class,age,male,female
0,0 to 1,1039.6,909.49
1,1 to 5,4151.11,3625.27
10,10 to 15,6012.65,5772.6
15,15 to 20,5822.71,5752.08
20,20 to 25,5716.61,5232.67
25,25 to 30,5369,5135.09
30,30 to 35,4933.17,4993.58
35,35 to 40,4527.69,4595.87
40,40 to 45,4222.77,4152.56
45,45 to 50,3708.9,3499.06
5,5 to 10,5592.1,5026.52
50,50 to 55,3110.28,3306.15
55,55 to 60,2743.15,2731.62
60,60 to 65,2357.41,2413.97
65,65 to 70,1617.4,1583.91
70,70 to 75,1150.21,1270.05
75,75 to 80,746.27,752.79
80,80 and over,603.27,657.23
