class,age,male,female
0,0 to 1,2032.18,1909.94
1,1 to 5,8114.48,7613.14
10,10 to 15,10842.09,10262.95
15,15 to 20,9156.34,9225.86
20,20 to 25,8610.28,8458.11
25,25 to 30,8830.74,8299.14
30,30 to 35,8157.38,8104.42
35,35 to 40,7706.36,7394.87
40,40 to 45,6850.38,6528.74
45,45 to 50,5988.4,5679.9
5,5 to 10,9762.84,9212.94
50,50 to 55,5077.98,5281.69
55,55 to 60,4770.04,4832.15
60,60 to 65,4599.14,4323.48
65,65 to 70,2864.46,2717.31
70,70 to 75,1804.38,1923.17
75,75 to 80,989.29,1093.59
80,80 and over,785.59,862.69
