class,age,male,female
0,0 to 1,1316.93,1152.94
1,1 to 5,5258.49,4595.68
10,10 to 15,7608.19,7304.75
15,15 to 20,7353.75,7269.49
20,20 to 25,7220.15,6619.11
25,25 to 30,6786.42,6492.39
30,30 to 35,6233.26,6308.71
35,35 to 40,5721.48,5807.81
40,40 to 45,5337.18,5249.93
45,45 to 50,4688.18,4424.14
5,5 to 10,7087.09,6373.84
50,50 to 55,3931.52,4179.09
55,55 to 60,3467.03,3455.13
60,60 to 65,2984.2,3056.45
65,65 to 70,2043.57,2002.46
70,70 to 75,1450.28,1603.39
75,75 to 80,940.31,949.9
80,80 and over,759.61,828.76
