class,age,male,female
0,0 to 1,666.79,617.28
1,1 to 5,2662.47,2460.51
10,10 to 15,3644.98,3461
15,15 to 20,4053.46,4085.4
20,20 to 25,4009.96,3779.96
25,25 to 30,3890.72,3553.68
30,30 to 35,3712.51,3439.05
35,35 to 40,3418.78,3182.99
40,40 to 45,3102.42,3028.88
45,45 to 50,2763.54,2657.31
5,5 to 10,3094.73,2854.87
50,50 to 55,2429.45,2459.45
55,55 to 60,2162.04,2079.95
60,60 to 65,1813.01,1772.3
65,65 to 70,1251.38,1298.91
70,70 to 75,854.19,942.05
75,75 to 80,485.22,595.88
80,80 and over,403.85,456.41
