class,age,male,female
0,0 to 1,1111.49,1037.97
1,1 to 5,4438.18,4137.43
10,10 to 15,5199.05,4877.31
15,15 to 20,4705.84,4753.37
20,20 to 25,4792.91,4979.6
25,25 to 30,5042.04,4784.98
30,30 to 35,4708.47,4373.42
35,35 to 40,4183.61,3914.15
40,40 to 45,3795.2,3718.61
45,45 to 50,3485.49,3252.99
5,5 to 10,5551.09,5224.83
50,50 to 55,2907.74,2919
55,55 to 60,2504.85,2388.22
60,60 to 65,2019.07,1994.83
65,65 to 70,1256.15,1226.33
70,70 to 75,750.85,893.61
75,75 to 80,446.85,531.11
80,80 and over,350.66,407.56
