class,age,male,female
0,0 to 1,649.77,541.51
1,1 to 5,2594.54,2158.51
10,10 to 15,3573.4,3241.93
15,15 to 20,3480.85,3179.15
20,20 to 25,3556.61,3133.29
25,25 to 30,3696,3412.63
30,30 to 35,3484.51,3263.22
35,35 to 40,3314.94,2948.04
40,40 to 45,2888.79,2575.19
45,45 to 50,2564.6,2330.46
5,5 to 10,3383.8,2833.92
50,50 to 55,2158.72,2249.42
55,55 to 60,2194.65,2051.61
60,60 to 65,1995.69,1740.8
65,65 to 70,1323.31,1171.36
70,70 to 75,925.26,888.64
75,75 to 80,667.12,613.21
80,80 and over,591.28,529.02
