class,age,male,female
0,0 to 1,1213.72,1104.06
1,1 to 5,4846.38,4400.85
10,10 to 15,6667.69,6205.6
15,15 to 20,6265.06,5997.75
20,20 to 25,6430.88,6040.65
25,25 to 30,6767.35,6387.73
30,30 to 35,6295.62,5736.88
35,35 to 40,5560.77,5106.92
40,40 to 45,4849.88,4553.6
45,45 to 50,4359.37,4063.22
5,5 to 10,6449.59,5937.72
50,50 to 55,3728.46,3644.4
55,55 to 60,3136.16,2921.98
60,60 to 65,2514.09,2421.5
65,65 to 70,1843.4,1735.12
70,70 to 75,1218.54,1335.4
75,75 to 80,883.07,922.92
80,80 and over,678.33,777.15
