class,age,male,female
0,0 to 1,1059.38,963.07
1,1 to 5,4230.11,3838.86
10,10 to 15,5823.39,5418.41
15,15 to 20,5481.68,5250.54
20,20 to 25,5635.57,5287.67
25,25 to 30,5929.34,5594.97
30,30 to 35,5517.43,5022.49
35,35 to 40,4868.55,4465.4
40,40 to 45,4241.9,3977.21
45,45 to 50,3810.33,3549.33
5,5 to 10,5620.57,5174.5
50,50 to 55,3261.2,3183.15
55,55 to 60,2740.7,2551.11
60,60 to 65,2196.25,2112.44
65,65 to 70,1614.43,1517.57
70,70 to 75,1071.07,1171.33
75,75 to 80,778.16,810.85
80,80 and over,597.8,683.78
